director_name,duration,gross,genre,movie_title,language,country,budget,imdb_score,,,,,,,,,,,,,,,,,,,,,,
Baz Luhrmann,165,49551662,Adventure,Australia ,English,Australia,130000000,6.6,,,,,,,,,,,,,,,,,,,,,,
M. Night Shyamalan,100,60522097,Action,After Earth ,English,USA,130000000,4.9,,,,,,,,,,,,,,,,,,,,,,
Eric Leighton,82,137748063,Adventure,Dinosaur ,English,USA,127500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Shawn Levy,98,113733726,Adventure,Night at the Museum: Secret of the Tomb ,English,USA,127000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Tom McGrath,95,148337537,Action,Megamind ,English,USA,130000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Chris Columbus,159,317557891,Adventure,Harry Potter and the Sorcerer's Stone ,English,UK,125000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Robert Schwentke,96,33592415,Action,R.I.P.D. ,English,USA,130000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Gore Verbinski,143,305388685,Action,Pirates of the Caribbean: The Curse of the Black Pearl ,English,USA,140000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Francis Lawrence,123,337103873,Adventure,The Hunger Games: Mockingjay - Part 1 ,English,USA,125000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Ron Howard,174,217536138,Mystery,The Da Vinci Code ,English,USA,125000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Carlos Saldanha,101,131536019,Adventure,Rio 2 ,English,USA,103000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Bryan Singer,134,214948780,Action,X-Men 2 ,English,Canada,110000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Justin Lin,132,209805005,Action,Fast Five ,English,USA,125000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Guy Ritchie,129,186830669,Action,Sherlock Holmes: A Game of Shadows ,English,USA,125000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Louis Leterrier,106,163192114,Action,Clash of the Titans ,English,USA,125000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Paul Verhoeven,113,119412921,Action,Total Recall ,English,USA,65000000,7.5,,,,,,,,,,,,,,,,,,,,,,
John McTiernan,102,32694788,Action,The 13th Warrior ,English,USA,85000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Tony Gilroy,135,113165635,Action,The Bourne Legacy ,English,USA,125000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Joel Schumacher,125,107285004,Action,Batman & Robin ,English,USA,125000000,3.7,,,,,,,,,,,,,,,,,,,,,,
Ron Howard,110,260031035,Comedy,How the Grinch Stole Christmas ,English,USA,123000000,6,,,,,,,,,,,,,,,,,,,,,,
Roland Emmerich,124,186739919,Action,The Day After Tomorrow ,English,USA,125000000,6.4,,,,,,,,,,,,,,,,,,,,,,
John Woo,123,215397307,Action,Mission: Impossible II ,English,USA,125000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Wolfgang Petersen,130,182618434,Action,The Perfect Storm ,English,USA,140000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Tim Story,92,131920333,Action,Fantastic 4: Rise of the Silver Surfer ,English,USA,130000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Ang Lee,127,124976634,Adventure,Life of Pi ,English,USA,120000000,8,,,,,,,,,,,,,,,,,,,,,,
Mark Steven Johnson,123,115802596,Action,Ghost Rider ,English,USA,110000000,5.2,,,,,,,,,,,,,,,,,,,,,,
Paul Greengrass,123,108521835,Action,Jason Bourne ,English,UK,120000000,7.1,,,,,,,,,,,,,,,,,,,,,,
McG,107,100685880,Action,Charlie's Angels: Full Throttle ,English,USA,120000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Ridley Scott,124,126464904,Adventure,Prometheus ,English,USA,130000000,7,,,,,,,,,,,,,,,,,,,,,,
Rob Minkoff,77,64736114,Adventure,Stuart Little 2 ,English,USA,120000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Neill Blomkamp,109,93050117,Action,Elysium ,English,USA,115000000,6.6,,,,,,,,,,,,,,,,,,,,,,
David Twohy,134,57637485,Action,The Chronicles of Riddick ,English,USA,105000000,6.7,,,,,,,,,,,,,,,,,,,,,,
José Padilha,117,58607007,Action,RoboCop ,English,USA,100000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Lana Wachowski,135,43929341,Action,Speed Racer ,English,USA,120000000,6.1,,,,,,,,,,,,,,,,,,,,,,
James L. Brooks,121,30212620,Comedy,How Do You Know ,English,USA,120000000,5.3,,,,,,,,,,,,,,,,,,,,,,
James Mangold,117,76418654,Action,Knight and Day ,English,USA,117000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Joseph Kosinski,124,89021735,Action,Oblivion ,English,USA,120000000,7,,,,,,,,,,,,,,,,,,,,,,
George Lucas,140,380262555,Action,Star Wars: Episode III - Revenge of the Sith ,English,USA,113000000,7.6,,,,,,,,,,,,,,,,,,,,,,
George Lucas,142,310675583,Action,Star Wars: Episode II - Attack of the Clones ,English,USA,115000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Pete Docter,92,289907418,Adventure,"Monsters, Inc. ",English,USA,115000000,8.1,,,,,,,,,,,,,,,,,,,,,,
James Mangold,138,132550960,Action,The Wolverine ,English,USA,120000000,6.7,,,,,,,,,,,,,,,,,,,,,,
George Lucas,136,474544677,Action,Star Wars: Episode I - The Phantom Menace ,English,USA,115000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Kirk De Micco,98,187165546,Adventure,The Croods ,English,USA,135000000,7.3,,,,,,,,,,,,,,,,,,,,,,
John Woo,153,40911830,Action,Windtalkers ,English,USA,115000000,6,,,,,,,,,,,,,,,,,,,,,,
Cedric Nicolas-Troyan,120,47952020,Action,The Huntsman: Winter's War ,English,USA,115000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Jonathan Liebesman,101,190871240,Action,Teenage Mutant Ninja Turtles ,English,USA,125000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Alfonso Cuarón,91,274084951,Adventure,Gravity ,English,UK,100000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Roger Donaldson,108,67155742,Action,Dante's Peak ,English,USA,116000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Dave Green,112,81638674,Action,Teenage Mutant Ninja Turtles: Out of the Shadows ,English,USA,135000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Josh Trank,100,56114221,Action,Fantastic Four ,English,USA,120000000,4.3,,,,,,,,,,,,,,,,,,,,,,
Shawn Levy,108,250863268,Action,Night at the Museum ,English,USA,110000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Brad Peyton,114,155181732,Action,San Andreas ,English,USA,110000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Roger Spottiswoode,119,125332007,Action,Tomorrow Never Dies ,English,UK,110000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Roland Emmerich,142,113330342,Action,The Patriot ,English,USA,110000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Steven Soderbergh,125,125531634,Crime,Ocean's Twelve ,English,USA,110000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Doug Liman,126,186336103,Action,Mr. & Mrs. Smith ,English,USA,120000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Robert Schwentke,119,129995817,Adventure,Insurgent ,English,USA,110000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Martin Scorsese,170,102608827,Biography,The Aviator ,English,USA,110000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Rob Letterman,85,42776259,Adventure,Gulliver's Travels ,English,USA,112000000,4.9,,,,,,,,,,,,,,,,,,,,,,
Michel Gondry,119,98780042,Action,The Green Hornet ,English,USA,120000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Noam Murro,102,106369117,Action,300: Rise of an Empire ,English,USA,110000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Raja Gosnell,103,142614158,Adventure,The Smurfs ,English,USA,110000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Will Finn,76,50026353,Animation,Home on the Range ,English,USA,110000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Robert Schwentke,120,66002193,Action,Allegiant ,English,USA,110000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Shawn Levy,127,85463309,Action,Real Steel ,English,USA,110000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Raja Gosnell,105,71017784,Adventure,The Smurfs 2 ,English,USA,105000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Jan de Bont,121,48068396,Action,Speed 2: Cruise Control ,English,USA,160000000,3.7,,,,,,,,,,,,,,,,,,,,,,
Gavin Hood,114,61656849,Action,Ender's Game ,English,USA,110000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Len Wiseman,129,134520804,Action,Live Free or Die Hard ,English,USA,110000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Peter Jackson,171,313837577,Action,The Lord of the Rings: The Fellowship of the Ring ,English,New Zealand,93000000,8.8,,,,,,,,,,,,,,,,,,,,,,
Frank Coraci,120,24004159,Action,Around the World in 80 Days ,English,USA,110000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Michael Mann,165,58183966,Biography,Ali ,English,USA,107000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Bo Welch,82,100446895,Adventure,The Cat in the Hat ,English,USA,109000000,3.8,,,,,,,,,,,,,,,,,,,,,,
Alex Proyas,115,144795350,Action,"I, Robot ",English,USA,120000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Ridley Scott,194,47396698,Action,Kingdom of Heaven ,English,USA,130000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Rob Minkoff,84,140015224,Adventure,Stuart Little ,English,Germany,133000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Ron Clements,97,104374107,Animation,The Princess and the Frog ,English,USA,105000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Ridley Scott,151,228430993,Adventure,The Martian ,English,USA,108000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Michael Bay,136,35799026,Action,The Island ,English,USA,126000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Peter Chelsom,104,6712451,Comedy,Town & Country ,English,New Line,90000000,4.4,,,,,,,,,,,,,,,,,,,,,,
Dominic Sena,127,101643008,Action,Gone in Sixty Seconds ,English,USA,90000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Ridley Scott,171,187670866,Action,Gladiator ,English,USA,103000000,8.5,,,,,,,,,,,,,,,,,,,,,,
Steven Spielberg,145,132014112,Action,Minority Report ,English,USA,102000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Chris Columbus,174,261970615,Adventure,Harry Potter and the Chamber of Secrets ,English,UK,100000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Martin Campbell,144,167007184,Action,Casino Royale ,English,UK,150000000,8,,,,,,,,,,,,,,,,,,,,,,
Tim Burton,119,180011740,Action,Planet of the Apes ,English,USA,100000000,5.7,,,,,,,,,,,,,,,,,,,,,,
James Cameron,153,204843350,Action,Terminator 2: Judgment Day ,English,USA,102000000,8.5,,,,,,,,,,,,,,,,,,,,,,
Michael Mann,140,97030725,Biography,Public Enemies ,English,USA,100000000,7,,,,,,,,,,,,,,,,,,,,,,
Ridley Scott,176,130127620,Biography,American Gangster ,English,USA,100000000,7.8,,,,,,,,,,,,,,,,,,,,,,
James Cameron,141,146282411,Action,True Lies ,English,USA,115000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Tony Scott,106,65452312,Action,The Taking of Pelham 1 2 3 ,English,USA,100000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Paul Weitz,98,148383780,Comedy,Little Fockers ,English,USA,100000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Adam McKay,116,119219978,Action,The Other Guys ,English,USA,100000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Chuck Russell,115,101228120,Action,Eraser ,English,USA,100000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Quentin Tarantino,165,162804648,Drama,Django Unchained ,English,USA,100000000,8.5,,,,,,,,,,,,,,,,,,,,,,
Gary Trousdale,91,100117603,Animation,The Hunchback of Notre Dame ,English,USA,100000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Mark Dindal,78,89296573,Adventure,The Emperor's New Groove ,English,USA,100000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Simon West,103,85017401,Action,The Expendables 2 ,English,USA,92000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Jon Turteltaub,131,173005002,Action,National Treasure ,English,USA,100000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Stefen Fangmeier,104,75030163,Action,Eragon ,English,USA,100000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Spike Jonze,101,77222184,Adventure,Where the Wild Things Are ,English,Germany,100000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Joe Wright,111,34964818,Adventure,Pan ,English,USA,150000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Chris Wedge,102,107515297,Adventure,Epic ,English,USA,100000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Florian Henckel von Donnersmarck,103,67631157,Action,The Tourist ,English,USA,100000000,6,,,,,,,,,,,,,,,,,,,,,,
Peter Hyams,121,66862068,Action,End of Days ,English,USA,83000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Edward Zwick,143,57366262,Adventure,Blood Diamond ,English,Germany,100000000,8,,,,,,,,,,,,,,,,,,,,,,
Martin Scorsese,240,116866727,Biography,The Wolf of Wall Street ,English,USA,100000000,8.2,,,,,,,,,,,,,,,,,,,,,,
Joel Schumacher,121,184031112,Action,Batman Forever ,English,USA,100000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Paul Verhoeven,129,54700065,Action,Starship Troopers ,English,USA,105000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Tom Tykwer,172,27098580,Drama,Cloud Atlas ,English,Germany,102000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Zack Snyder,101,55673333,Action,Legend of the Guardians: The Owls of Ga'Hoole ,English,USA,80000000,7,,,,,,,,,,,,,,,,,,,,,,
Pitof,87,40198710,Action,Catwoman ,English,USA,100000000,3.3,,,,,,,,,,,,,,,,,,,,,,
Brett Ratner,101,72660029,Action,Hercules ,English,USA,100000000,6,,,,,,,,,,,,,,,,,,,,,,
Ron Clements,95,38120554,Adventure,Treasure Planet ,English,USA,140000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Brad Silberling,102,49392095,Adventure,Land of the Lost ,English,USA,100000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Patrick Hughes,131,39292022,Action,The Expendables 3 ,English,USA,90000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Ericson Core,114,28772222,Action,Point Break ,English,USA,105000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Lawrence Guterman,94,17010646,Comedy,Son of the Mask ,English,USA,84000000,2.2,,,,,,,,,,,,,,,,,,,,,,
Ron Howard,122,24985612,Action,In the Heart of the Sea ,English,USA,100000000,7,,,,,,,,,,,,,,,,,,,,,,
Ron Underwood,95,4411102,Action,The Adventures of Pluto Nash ,English,USA,100000000,3.8,,,,,,,,,,,,,,,,,,,,,,
Paul Greengrass,115,35024475,Action,Green Zone ,English,France,100000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Steve Martino,88,130174897,Adventure,The Peanuts Movie ,English,USA,99000000,7.2,,,,,,,,,,,,,,,,,,,,,,
David Mamet,110,10200000,Drama,The Spanish Prisoner ,English,USA,10000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Stephen Sommers,130,202007640,Action,The Mummy Returns ,English,USA,98000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Martin Scorsese,216,77679638,Crime,Gangs of New York ,English,USA,100000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Yimou Zhang,146,9213,Drama,The Flowers of War ,Mandarin,China,94000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Ash Brannon,85,58867694,Animation,Surf's Up ,English,USA,100000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Frank Oz,93,59475623,Comedy,The Stepford Wives ,English,USA,90000000,5.2,,,,,,,,,,,,,,,,,,,,,,
Ridley Scott,152,108638745,Drama,Black Hawk Down ,English,USA,92000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Jay Roach,85,86897182,Comedy,The Campaign ,English,USA,95000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Luc Besson,126,63540020,Action,The Fifth Element ,English,France,93000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Michael Patrick King,146,95328937,Comedy,Sex and the City 2 ,English,USA,100000000,4.3,,,,,,,,,,,,,,,,,,,,,,
Bibo Bergeron,89,50802661,Adventure,The Road to El Dorado ,English,USA,95000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Steve Martino,88,161317423,Adventure,Ice Age: Continental Drift ,English,USA,95000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Kenneth Branagh,105,201148159,Drama,Cinderella ,English,USA,95000000,7,,,,,,,,,,,,,,,,,,,,,,
Peter Jackson,135,43982842,Drama,The Lovely Bones ,English,USA,65000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Andrew Stanton,100,380838870,Adventure,Finding Nemo ,English,USA,94000000,8.2,,,,,,,,,,,,,,,,,,,,,,
Peter Jackson,192,377019252,Action,The Lord of the Rings: The Return of the King ,English,USA,94000000,8.9,,,,,,,,,,,,,,,,,,,,,,
Peter Jackson,172,340478898,Action,The Lord of the Rings: The Two Towers ,English,USA,94000000,8.7,,,,,,,,,,,,,,,,,,,,,,
Sergey Bodrov,102,17176900,Action,Seventh Son ,English,USA,95000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Simon West,100,131144183,Action,Lara Croft: Tomb Raider ,English,USA,115000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Wally Pfister,119,23014504,Drama,Transcendence ,English,UK,100000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Joe Johnston,92,181166115,Action,Jurassic Park III ,English,USA,93000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Rupert Wyatt,105,176740650,Action,Rise of the Planet of the Apes ,English,USA,93000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Mark Waters,107,71148699,Adventure,The Spiderwick Chronicles ,English,USA,90000000,6.6,,,,,,,,,,,,,,,,,,,,,,
John Moore,101,67344392,Action,A Good Day to Die Hard ,English,USA,92000000,5.3,,,,,,,,,,,,,,,,,,,,,,
John Lee Hancock,137,22406362,Drama,The Alamo ,English,USA,107000000,6,,,,,,,,,,,,,,,,,,,,,,
Brad Bird,115,261437578,Action,The Incredibles ,English,USA,92000000,8,,,,,,,,,,,,,,,,,,,,,,
Renny Harlin,124,11000000,Action,Cutthroat Island ,English,USA,98000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Chris Columbus,118,88761720,Adventure,Percy Jackson & the Olympians: The Lightning Thief ,English,UK,95000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Barry Sonnenfeld,98,250147615,Adventure,Men in Black ,English,USA,90000000,7.3,,,,,,,,,,,,,,,,,,,,,,
John Lasseter,82,245823397,Adventure,Toy Story 2 ,English,USA,90000000,7.9,,,,,,,,,,,,,,,,,,,,,,
Tony Scott,98,81557479,Action,Unstoppable ,English,USA,100000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Brett Ratner,90,226138454,Action,Rush Hour 2 ,English,USA,90000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Robert Zemeckis,130,155370362,Drama,What Lies Beneath ,English,USA,100000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Phil Lord,90,124870275,Animation,Cloudy with a Chance of Meatballs ,English,USA,100000000,7,,,,,,,,,,,,,,,,,,,,,,
Carlos Saldanha,94,196573705,Action,Ice Age: Dawn of the Dinosaurs ,English,USA,90000000,7,,,,,,,,,,,,,,,,,,,,,,
Ben Stiller,114,58229120,Adventure,The Secret Life of Walter Mitty ,English,USA,90000000,7.3,,,,,,,,,,,,,,,,,,,,,,
McG,94,125305545,Action,Charlie's Angels ,English,USA,92000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Martin Scorsese,151,132373442,Crime,The Departed ,English,USA,90000000,8.5,,,,,,,,,,,,,,,,,,,,,,
Tony Bancroft,88,120618403,Adventure,Mulan ,English,USA,90000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Ben Stiller,121,110416702,Action,Tropic Thunder ,English,USA,92000000,7,,,,,,,,,,,,,,,,,,,,,,
David Fincher,158,102515793,Crime,The Girl with the Dragon Tattoo ,English,USA,90000000,7.8,,,,,,,,,,,,,,,,,,,,,,
John McTiernan,128,100012500,Action,Die Hard with a Vengeance ,English,USA,90000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Guy Ritchie,128,209019489,Action,Sherlock Holmes ,English,USA,90000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Gary Trousdale,95,84037039,Action,Atlantis: The Lost Empire ,English,USA,120000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Walt Becker,92,85884815,Adventure,Alvin and the Chipmunks: The Road Chip ,English,USA,90000000,5,,,,,,,,,,,,,,,,,,,,,,
Bryan Singer,121,83077470,Drama,Valkyrie ,English,USA,75000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Dennis Dugan,113,100018837,Action,You Don't Mess with the Zohan ,English,USA,90000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Chris Columbus,106,78747585,Action,Pixels ,English,USA,88000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Steven Spielberg,146,78616689,Adventure,A.I. Artificial Intelligence ,English,USA,100000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Rob Minkoff,88,75817994,Comedy,The Haunted Mansion ,English,USA,90000000,4.9,,,,,,,,,,,,,,,,,,,,,,
Robert Zemeckis,150,100853835,Drama,Contact ,English,USA,90000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Paul Verhoeven,119,73209340,Action,Hollow Man ,English,USA,95000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Sydney Pollack,128,72515360,Crime,The Interpreter ,Aboriginal,UK,80000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Thor Freudenthal,106,68558662,Adventure,Percy Jackson: Sea of Monsters ,English,USA,90000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Jan de Bont,117,65653758,Action,Lara Croft Tomb Raider: The Cradle of Life ,English,USA,95000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Jon M. Chu,129,64685359,Action,Now You See Me 2 ,English,USA,90000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Phillip Noyce,116,61355436,Action,The Saint ,English,USA,68000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Tony Scott,114,26871,Action,Spy Game ,English,Germany,92000000,7,,,,,,,,,,,,,,,,,,,,,,
Brian De Palma,114,60874615,Adventure,Mission to Mars ,English,USA,90000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Carlos Saldanha,96,143618384,Adventure,Rio ,English,USA,90000000,7,,,,,,,,,,,,,,,,,,,,,,
Chris Columbus,132,58220776,Comedy,Bicentennial Man ,English,USA,100000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Mick Jackson,104,47474112,Action,Volcano ,English,USA,90000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Alan J. Pakula,111,42877165,Action,The Devil's Own ,English,USA,86000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Kathryn Bigelow,138,35168677,Drama,K-19: The Widowmaker ,English,UK,100000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Josh Trank,100,56114221,Action,Fantastic Four ,English,USA,120000000,4.3,,,,,,,,,,,,,,,,,,,,,,
John Milius,129,37567440,Adventure,Conan the Barbarian ,English,USA,20000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Ron Howard,144,61644321,Biography,Cinderella Man ,English,USA,88000000,8,,,,,,,,,,,,,,,,,,,,,,
Andrey Konchalovskiy,110,190562,Action,The Nutcracker in 3D ,English,UK,90000000,4.4,,,,,,,,,,,,,,,,,,,,,,
Gary Ross,140,120147445,Drama,Seabiscuit ,English,USA,87000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Jan de Bont,113,241688385,Action,Twister ,English,USA,92000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Rob Cohen,106,144512310,Action,The Fast and the Furious ,English,USA,38000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Robert Zemeckis,143,233630478,Adventure,Cast Away ,English,USA,90000000,7.7,,,,,,,,,,,,,,,,,,,,,,
George Miller,108,197992827,Animation,Happy Feet ,English,USA,100000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Paul Greengrass,108,176049130,Action,The Bourne Supremacy ,English,USA,75000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Wolfgang Petersen,124,172620724,Action,Air Force One ,English,USA,85000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Steven Soderbergh,116,183405771,Crime,Ocean's Eleven ,English,USA,85000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Paul W.S. Anderson,110,20315324,Action,The Three Musketeers ,English,Germany,75000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Genndy Tartakovsky,91,148313048,Animation,Hotel Transylvania ,English,USA,85000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Kevin Lima,107,127706877,Animation,Enchanted ,English,USA,85000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Daniel Espinosa,115,126149655,Action,Safe House ,English,USA,85000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Kevin Lima,100,66941559,Adventure,102 Dalmatians ,English,USA,85000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Brett Ratner,104,78009155,Action,Tower Heist ,English,USA,75000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Nancy Meyers,138,63224849,Comedy,The Holiday ,English,USA,85000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Tony Scott,140,111544445,Action,Enemy of the State ,English,USA,90000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Nancy Meyers,120,112703470,Comedy,It's Complicated ,English,USA,85000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Steven Soderbergh,122,117144465,Crime,Ocean's Thirteen ,English,USA,85000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Roger Allers,83,84303558,Adventure,Open Season ,English,USA,85000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Neil Burger,139,150832203,Adventure,Divergent ,English,USA,85000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Jean-Jacques Annaud,131,51396781,Drama,Enemy at the Gates ,English,USA,68000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Peter Berg,104,47592825,Action,The Rundown ,English,USA,85000000,6.7,,,,,,,,,,,,,,,,,,,,,,
John McTiernan,130,50016394,Action,Last Action Hero ,English,USA,70000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Rob Marshall,145,57010853,Drama,Memoirs of a Geisha ,English,USA,85000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Justin Lin,104,62494975,Action,The Fast and the Furious: Tokyo Drift ,English,USA,85000000,6,,,,,,,,,,,,,,,,,,,,,,
Sarah Smith,97,46440491,Adventure,Arthur Christmas ,English,UK,100000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Martin Brest,178,44606335,Drama,Meet Joe Black ,English,USA,90000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Andrew Davis,108,40048332,Action,Collateral Damage ,English,USA,85000000,5.5,,,,,,,,,,,,,,,,,,,,,,
